1000000, 12, 0.078138
1000000, 11, 0.032627
1000000, 10, 0.007083
1000000, 9, 0.008840
1000000, 8, 0.007648
1000000, 7, 0.009120
1000000, 6, 0.010446
1000000, 5, 0.010869
1000000, 6, 0.010659
1000000, 4, 0.008696
1000000, 3, 0.014749
1000000, 2, 0.013568
1000000, 1, 0.024634
1000000, 12, 0.087546
1000000, 12, 0.077875
1000000, 12, 0.077592
1000000, 12, 0.100044
1000000, 11, 0.035120
1000000, 11, 0.039226
1000000, 11, 0.033049
1000000, 11, 0.036201
1000000, 10, 0.006131
1000000, 10, 0.007449
1000000, 10, 0.006808
1000000, 10, 0.005828
1000000, 9, 0.007219
1000000, 9, 0.005632
1000000, 9, 0.007870
1000000, 9, 0.008163
1000000, 8, 0.008233
1000000, 8, 0.007526
1000000, 8, 0.010001
1000000, 8, 0.008871
1000000, 7, 0.005905
1000000, 7, 0.008583
1000000, 7, 0.008849
1000000, 7, 0.008515
1000000, 6, 0.009512
1000000, 6, 0.010231
1000000, 6, 0.010797
1000000, 6, 0.011031
1000000, 5, 0.010882
1000000, 5, 0.011538
1000000, 5, 0.011135
1000000, 5, 0.009739
1000000, 4, 0.012719
1000000, 4, 0.006699
1000000, 4, 0.008003
1000000, 4, 0.013759
1000000, 3, 0.012491
1000000, 3, 0.010974
1000000, 3, 0.009102
1000000, 3, 0.009314
1000000, 2, 0.013658
1000000, 2, 0.012556
1000000, 2, 0.011656
1000000, 2, 0.015602
1000000, 1, 0.019610
1000000, 1, 0.019982
1000000, 1, 0.019706
1000000, 1, 0.020312