140712473, 1, 5.123954
281424946, 2, 5.115397
422137419, 3, 5.129507
562849892, 4, 5.119393
703562365, 5, 5.119498
844274838, 6, 5.120694
984987311, 7, 5.276926
1125699784, 8, 5.273705
1266412257, 9, 5.120738
1407124730, 10, 5.122020
1547837203, 11, 5.158341
1688549676, 12, 5.153303
140712473, 1, 5.115117
281424946, 2, 5.124638
422137419, 3, 5.114420
562849892, 4, 5.123446
703562365, 5, 5.269902
844274838, 6, 5.114585
984987311, 7, 5.117837
1125699784, 8, 5.115282
1266412257, 9, 5.269623
1407124730, 10, 5.114755
1547837203, 11, 5.118124
1688549676, 12, 5.475850
140712473, 1, 5.113826
281424946, 2, 5.114469
422137419, 3, 5.122838
562849892, 4, 5.114980
703562365, 5, 5.115374
844274838, 6, 5.114105
984987311, 7, 5.116754
1125699784, 8, 5.114814
1266412257, 9, 5.269449
1407124730, 10, 5.115645
1547837203, 11, 5.155641
1688549676, 12, 5.115777
140712473, 1, 5.115393
281424946, 2, 5.114919
422137419, 3, 5.269084
562849892, 4, 5.114236
703562365, 5, 5.114670
844274838, 6, 5.270623
984987311, 7, 5.149973
1125699784, 8, 5.727121
1266412257, 9, 5.270724
1407124730, 10, 5.269448
1547837203, 11, 5.114841
1688549676, 12, 5.155084
140712473, 1, 5.728427
281424946, 2, 5.115472
422137419, 3, 5.117516
562849892, 4, 5.115218
703562365, 5, 5.117707
844274838, 6, 6.772836
984987311, 7, 5.148751
1125699784, 8, 5.115001
1266412257, 9, 5.114606
1407124730, 10, 5.269594
1547837203, 11, 5.270457
1688549676, 12, 5.115396
140712473, 1, 6.774724
281424946, 2, 5.122523
422137419, 3, 5.118402
562849892, 4, 5.114875
703562365, 5, 6.775687
844274838, 6, 5.271647
984987311, 7, 5.115152
1125699784, 8, 5.114920
1266412257, 9, 5.114779
1407124730, 10, 5.114723
1547837203, 11, 5.115557
1688549676, 12, 5.116590
140712473, 1, 5.115030
281424946, 2, 5.115412
422137419, 3, 5.114385
562849892, 4, 5.116822
703562365, 5, 5.114437
844274838, 6, 5.149231
984987311, 7, 5.117684
1125699784, 8, 5.114188
1266412257, 9, 5.269492
1407124730, 10, 5.115000
1547837203, 11, 5.116381
1688549676, 12, 5.476246
140712473, 1, 5.115048
281424946, 2, 5.114793
422137419, 3, 5.115763
562849892, 4, 5.114996
703562365, 5, 5.115035
844274838, 6, 5.115686
984987311, 7, 6.775725
1125699784, 8, 6.773076
1266412257, 9, 5.269722
1407124730, 10, 5.114935
1547837203, 11, 5.726365
1688549676, 12, 5.269949
140712473, 1, 5.115832
281424946, 2, 5.114622
422137419, 3, 5.157714
562849892, 4, 5.115576
703562365, 5, 6.774322
844274838, 6, 5.114511
984987311, 7, 5.129959
1125699784, 8, 5.115064
1266412257, 9, 5.269380
1407124730, 10, 5.477733
1547837203, 11, 5.115918
1688549676, 12, 5.114813
140712473, 1, 5.115470
281424946, 2, 5.114548
422137419, 3, 5.117674
562849892, 4, 5.114960
703562365, 5, 5.121628
844274838, 6, 5.114525
984987311, 7, 5.117278
1125699784, 8, 5.115710
1266412257, 9, 5.269549
1407124730, 10, 5.128947
1547837203, 11, 5.117044
1688549676, 12, 5.734360
140712473, 1, 5.115380
281424946, 2, 5.114662
422137419, 3, 5.114958
562849892, 4, 5.115153
703562365, 5, 5.115288
844274838, 6, 5.116276
984987311, 7, 5.114971
1125699784, 8, 5.727536
1266412257, 9, 5.270489
1407124730, 10, 5.115152
1547837203, 11, 5.269400
1688549676, 12, 5.115136
140712473, 1, 5.477590
281424946, 2, 6.776748
422137419, 3, 5.115527
562849892, 4, 5.269666
703562365, 5, 5.114474
844274838, 6, 5.154987
984987311, 7, 5.155567
1125699784, 8, 5.729141
1266412257, 9, 5.115333
1407124730, 10, 5.155002
1547837203, 11, 5.115868
1688549676, 12, 5.476442
140712473, 1, 5.116180
281424946, 2, 5.114297
422137419, 3, 5.122460
562849892, 4, 5.114588
703562365, 5, 5.114565
844274838, 6, 5.114691
984987311, 7, 5.269568
1125699784, 8, 5.117640
1266412257, 9, 5.115899
1407124730, 10, 5.269900
1547837203, 11, 5.269828
1688549676, 12, 5.486725
140712473, 1, 5.115794
281424946, 2, 5.115790
422137419, 3, 5.115523
562849892, 4, 5.115531
703562365, 5, 5.129098
844274838, 6, 5.119412
984987311, 7, 5.270811
1125699784, 8, 6.774267
1266412257, 9, 5.114999
1407124730, 10, 5.128390
1547837203, 11, 5.115573
1688549676, 12, 6.774585
140712473, 1, 5.115222
281424946, 2, 5.115400
422137419, 3, 5.116080
562849892, 4, 5.273405
703562365, 5, 5.123892
844274838, 6, 5.121488
984987311, 7, 5.121995
1125699784, 8, 6.781379
1266412257, 9, 5.123529
1407124730, 10, 5.482825
1547837203, 11, 5.122957
1688549676, 12, 5.123260