1000000, 1, 0.037166
2000000, 2, 0.036483
3000000, 3, 0.036430
4000000, 4, 0.037795
5000000, 5, 0.036508
6000000, 6, 0.036520
7000000, 7, 0.037610
8000000, 8, 0.039083
9000000, 9, 0.036519
10000000, 10, 0.036682
11000000, 11, 0.036514
12000000, 12, 0.036519
1000000, 1, 0.036983
2000000, 2, 0.036381
3000000, 3, 0.036376
4000000, 4, 0.044639
5000000, 5, 0.036499
6000000, 6, 0.036480
7000000, 7, 0.036499
8000000, 8, 0.036601
9000000, 9, 0.036655
10000000, 10, 0.036430
11000000, 11, 0.036479
12000000, 12, 0.036492
1000000, 1, 0.036487
2000000, 2, 0.036429
3000000, 3, 0.036403
4000000, 4, 0.036621
5000000, 5, 0.037532
6000000, 6, 0.036446
7000000, 7, 0.036542
8000000, 8, 0.036499
9000000, 9, 0.037496
10000000, 10, 0.036704
11000000, 11, 0.036446
12000000, 12, 0.048239
1000000, 1, 0.037297
2000000, 2, 0.036437
3000000, 3, 0.037477
4000000, 4, 0.036652
5000000, 5, 0.036464
6000000, 6, 0.036675
7000000, 7, 0.036451
8000000, 8, 0.036490
9000000, 9, 0.036416
10000000, 10, 0.036417
11000000, 11, 0.036650
12000000, 12, 0.036466
1000000, 1, 0.037266
2000000, 2, 0.036386
3000000, 3, 0.041266
4000000, 4, 0.045550
5000000, 5, 0.036470
6000000, 6, 0.036468
7000000, 7, 0.048234
8000000, 8, 0.036500
9000000, 9, 0.036428
10000000, 10, 0.036421
11000000, 11, 0.038987
12000000, 12, 0.039058
1000000, 1, 0.037157
2000000, 2, 0.044424
3000000, 3, 0.036409
4000000, 4, 0.036435
5000000, 5, 0.037563
6000000, 6, 0.037539
7000000, 7, 0.036538
8000000, 8, 0.036428
9000000, 9, 0.038991
10000000, 10, 0.036417
11000000, 11, 0.036514
12000000, 12, 0.036437
1000000, 1, 0.037006
2000000, 2, 0.044433
3000000, 3, 0.044106
4000000, 4, 0.039634
5000000, 5, 0.036433
6000000, 6, 0.036485
7000000, 7, 0.036465
8000000, 8, 0.036508
9000000, 9, 0.036425
10000000, 10, 0.037512
11000000, 11, 0.036517
12000000, 12, 0.037598
1000000, 1, 0.037098
2000000, 2, 0.036740
3000000, 3, 0.036402
4000000, 4, 0.048466
5000000, 5, 0.036510
6000000, 6, 0.036430
7000000, 7, 0.036471
8000000, 8, 0.036673
9000000, 9, 0.036420
10000000, 10, 0.036647
11000000, 11, 0.036437
12000000, 12, 0.048215
1000000, 1, 0.037391
2000000, 2, 0.036689
3000000, 3, 0.040614
4000000, 4, 0.036680
5000000, 5, 0.036466
6000000, 6, 0.036516
7000000, 7, 0.036444
8000000, 8, 0.036486
9000000, 9, 0.036412
10000000, 10, 0.036516
11000000, 11, 0.036445
12000000, 12, 0.036671
1000000, 1, 0.036578
2000000, 2, 0.036375
3000000, 3, 0.036388
4000000, 4, 0.036379
5000000, 5, 0.036525
6000000, 6, 0.036435
7000000, 7, 0.036580
8000000, 8, 0.036475
9000000, 9, 0.036430
10000000, 10, 0.036655
11000000, 11, 0.036474
12000000, 12, 0.036434
1000000, 1, 0.036734
2000000, 2, 0.044488
3000000, 3, 0.036388
4000000, 4, 0.044178
5000000, 5, 0.036475
6000000, 6, 0.036453
7000000, 7, 0.036429
8000000, 8, 0.038996
9000000, 9, 0.036472
10000000, 10, 0.036418
11000000, 11, 0.036439
12000000, 12, 0.039000
1000000, 1, 0.036673
2000000, 2, 0.036383
3000000, 3, 0.036682
4000000, 4, 0.036441
5000000, 5, 0.036465
6000000, 6, 0.036514
7000000, 7, 0.036501
8000000, 8, 0.037548
9000000, 9, 0.036417
10000000, 10, 0.036431
11000000, 11, 0.036669
12000000, 12, 0.037527
1000000, 1, 0.036879
2000000, 2, 0.036388
3000000, 3, 0.044500
4000000, 4, 0.044432
5000000, 5, 0.036431
6000000, 6, 0.036467
7000000, 7, 0.036482
8000000, 8, 0.036437
9000000, 9, 0.036413
10000000, 10, 0.036485
11000000, 11, 0.036436
12000000, 12, 0.036433
1000000, 1, 0.037120
2000000, 2, 0.036742
3000000, 3, 0.036427
4000000, 4, 0.044153
5000000, 5, 0.036464
6000000, 6, 0.037561
7000000, 7, 0.036486
8000000, 8, 0.036502
9000000, 9, 0.036424
10000000, 10, 0.036431
11000000, 11, 0.036496
12000000, 12, 0.036491
1000000, 1, 0.036646
2000000, 2, 0.037750
3000000, 3, 0.036380
4000000, 4, 0.036401
5000000, 5, 0.036443
6000000, 6, 0.036540
7000000, 7, 0.036479
8000000, 8, 0.036501
9000000, 9, 0.037504
10000000, 10, 0.036463
11000000, 11, 0.037519
12000000, 12, 0.036430